"Application Date","Record Number","Record Type","Address","Status","Project Name","Description","Expiration Date","Kiva Hist T #",
"08/18/2015","BPDKT172411","Residential Pool Deck","9383 SW EAGLES LNDG, STUART FL 34997-7969","CNCL",,"install gunite swimming pool on concrete flocrete deck",,"T172411",
"07/31/2015","BPDK2015100505","Residential Pool Deck","2010 NW PINE TREE WAY, STUART FL 34994-8835","DONE",,"PERMIT RENEWED MARCH 23, 2017 (30 DAYS ONLY) PERMIT RENEWED 9-22-16 (90 DAY RENEWAL) pool deck in t he back of my house in concrete",,"T171833",
"03/23/2015","BPDK2015060429","Residential Pool Deck","10400 SW FIDDLERS WAY, PALM CITY FL 34990-7812","DONE",,"REPLACE EXISTING POOL DECK PAVERS WITH NEW PAVERS ON SAND BED - APPROXIMATELY 2,5000 SF",,"T166680",
"03/12/2015","BPDK2015030970","Residential Pool Deck","1765 NW HARBOR PL, STUART FL 34994-9420","DONE",,"remove existing concrete patio and install new concrete deck with 12 x 12 footer with 1 #5 rebar",,"T166278",
"02/12/2015","BPDK2015030495","Residential Pool Deck","6948 SE HARBOR CIR, STUART FL 34996-1915","DONE",,"REMOVE OLD PAVERS AND REPLACE WITH NEW PAVERS",,"T165279",
"02/04/2015","BPDK2015020530","Residential Pool Deck","4811 SW LONG BAY DR, PALM CITY FL 34990-8812","DONE",,"remove pavers and install concrete pool deck around existing pool",,"T164994",
"01/30/2015","BPDKT164867","Residential Pool Deck","1805 SE SAILFISH POINT BLVD, STUART FL 34996-1904","CNCL",,"ADDING APPROX 2400 SQ FT TO EXISTING POOL DECK (CONCRETE)",,"T164867",
"01/29/2015","BPDK2015020662","Residential Pool Deck","7930 SE LOBLOLLY BAY DR, HOBE SOUND FL 33455-3855","EXP",,"REMOVE EXISTING PATIO - REPOUR AGAIN WITH 4"" THICK W/ FIBERMESH",,"T164806",
"01/22/2015","BPDK2015020543","Residential Pool Deck","1552 SW LAREDO ST, PALM CITY FL 34990-5995","DONE",,"marble paver pool deck",,"T164593",
"12/22/2014","BPDK2015020135","Residential Pool Deck","3371 SE FAIRWAY WEST, STUART FL 34997-6029","DONE",,"INSTALL 8X8 CONCRETE FOOTER WITH 1 #5 REBAR TO EXISTING PAVER PATIO FOR FUTURE SCREEN ENCLOSURE. DECK FOOTPRINT TO STAY THE SAME",,"T163787",
"12/05/2014","BPDK2014120759","Residential Pool Deck","3241 SW WINDING WAY, PALM CITY FL 34990-1958","EXP",,"PERMIT RENEWED 3-23-2016 60 DAYS ONLY EXPIRED 5-23-2016 PERMIT RENEWED 8-26-15 (6 MONTHS) OVERLAY EXISTING CONCRETE POOL DECK WITH 1.5"" PAVERS",,"T163332",
"11/21/2014","BPDK2015020309","Residential Pool Deck","2000 NE IDA PL, JENSEN BEACH FL 34957-5757","DONE",,"Pool deck in pavers",,"T163025",
"11/19/2014","BPDK2015010168","Residential Pool Deck","10351 SW STONES THROW TER, PALM CITY FL 34990-7811","COND",,"PERMIT RENEWED 10-1-15 (6 MONTH RENEWAL) 850 sq ft. pool deck - pavers",,"T162941",
"10/27/2014","BPDK2014110563","Residential Pool Deck","134 SE WELLS DR, STUART FL 34996-1337","DONE",,"Remove existing concrete deck and install new 4"" thick concrete patio with 8"" x 8"" fppter with one #5 rebar. Adding another 4' of concrete deck on rear of deck.",,"T162246",
"10/22/2014","BPDK2015010112","Residential Pool Deck","6251 SE MOSS RIDGE POINTE, HOBE SOUND FL 33455-6397","DONE",,"Supply & install paver pool deck.",,"T162110",
"10/10/2014","BPDK2014100585","Residential Pool Deck","2024 NE 24TH ST, JENSEN BEACH FL 34957-5166","DONE",,"remove pool deck install new pool deck same as old one",,"T161743",
"09/14/2014","BPDK2014090606","Residential Pool Deck","4551 SW BIMINI CIR N, PALM CITY FL 34990-1327","DONE",,"INSTALL 1"" PAVERS OVER EXISTING CONCRETE POOL DECK  SAME DIMENSIONS AS EXISITING",,"T160867",
"09/11/2014","BPDK2014120582","Residential Pool Deck","1498 NE DIXIE HWY, JENSEN BEACH FL 34957-6355","EXP",,"PERMIT RENEWED 12-15-15 (6 MONTHS) Concrete pool deck",,"T160810",
"08/19/2014","BPDK2014090528","Residential Pool Deck","7626 SE GOLFHOUSE DR, HOBE SOUND FL 33455","DONE",,"install 1/4"" travertine over existing pool deck with new pool coping",,"T160047",
"08/07/2014","BPDK2014090095","Residential Pool Deck","2800 SW BEAR PAW TRL, PALM CITY FL 34990-7937","DONE",,"pool deck & fence",,"T159728",
"06/12/2014","BPDK2014080213","Residential Pool Deck","4642 SE CHEERIO WAY, STUART FL 34997-6950","DONE",,"CONCRETE POOL PATIO DECK ONLY",,"T157881",
"05/19/2014","BPDK2014070026","Residential Pool Deck","5302 SW SUNSHINE FARMS WAY, PALM CITY FL 34990-5657","DONE",,"remove & install new concrete deck pool resurface & retile new deck to have 12 x 12 footer w/ one #5 rebar equopotential bonding per code",,"T157021",
"02/04/2014","BPDK2014030154","Residential Pool Deck","397 SW RIVERWAY BLVD, PALM CITY FL 34990-4254","DONE",,"Remove concrete pool deck and replace with new paver pool deck.",,"T153335",
"11/12/2013","BPDK2013110615","Residential Pool Deck","4301 SW DUNDEE CT, PALM CITY FL 34990-4465","DONE",,"add 12' of swimming pool deck to the back of the existing 49'6""x12' deck, footers to code to be installed",,"T151210",
"10/30/2013","BPDK2014020340","Residential Pool Deck","10843 SW HAWKVIEW CIR, STUART FL 34997-2709","DONE",,"to pour concrete pool deck 4"" with footer 8 x 8 with one #5 rebar 3000 psi with fiber T149894 for pool",,"T150884",
"10/24/2013","BPDK2013110377","Residential Pool Deck","5600 SE LAMAY DR, STUART FL 34997-6548","DONE",,"Pool deck extension (Patio Slab)",,"T150699",
"09/10/2013","BPDK2014040304","Residential Pool Deck","19150 SE DANIEL LN, TEQUESTA FL 33469-1616","DONE",,"INTERLOCKING PAVER DECK",,"T149405",
"09/05/2013","BPDK2013100229","Residential Pool Deck","829 SW STRATFORD CT, PALM CITY FL 34990-2019","DONE",,"Remove and replace pool deck",,"T149248",
"08/02/2013","BPDK2013080848","Residential Pool Deck","4782 NE BLUE HERON LN, JENSEN BEACH FL 34957-3788","DONE",,"REPLACEMENT OF PARTIAL EXISTING CONCRETE POOL DECK W/ SAME SIZE AND FOOTPRINT",,"T148253",
"07/25/2013","BPDK2013100612","Residential Pool Deck","2391 SW RIVERSIDE DR, PALM CITY FL 34990-2847","DONE",,"REPAIR OF THE POOL DECK RESULTED IN AN INCREASE IN THE SIZE OF THE DECK. THIS APPLICATION IS FOR INCREASING THE SIZE OF THE POOL DECK.",,"T148010",
"07/25/2013","BPDKT147989","Residential Pool Deck","2391 SW RIVERSIDE DR, PALM CITY FL 34990-2847","CNCL",,,,"T147989",
"07/25/2013","BPDKT147986","Residential Pool Deck","2391 SW RIVERSIDE DR, PALM CITY FL 34990-2847","CNCL",,,,"T147986",
"07/25/2013","BPDKT147985","Residential Pool Deck",,"VOID",,,,"T147985",
"04/02/2013","BPDK2013050228","Residential Pool Deck","3365 SE ST LUCIE BLVD, STUART FL 34997-5429","DONE",,"REMOVE EXISTING SFR POOL DECK AND REPLACE SAME AREA, SQUARE FOOTAGE, AND FOOT-PRINT USING REINFORCED CONCRETE; APPROXIMATELY 1,000 SQUARE FEET.",,"T144001",
"03/20/2013","BPDK2013040188","Residential Pool Deck","6549 SE SOUTH MARINA WAY, STUART FL 34996-1901","DONE",,"Removing damaged & cracked section of pool dec and replace it with new 4"" thick 3000 psi concrete",,"T143633",
"11/26/2012","BPDK2012120321","Residential Pool Deck","204 SE WELLS DR, STUART FL 34996-1338","DONE",,"construction of pool deck with sand set pavers",,"T140548",
"10/30/2012","BPDK2013010668","Residential Pool Deck","19140 SE REACH ISLAND LN, JUPITER FL 33458-1125","DONE",,"pool deck (concrete w/thin set paver finish)",,"T140003",
"10/03/2012","BPDKT139339","Residential Pool Deck","156 SW CABANA POINT CIR, STUART FL 34994-4805","VOID",,"PAVER POOL DECK EXTENTION",,"T139339",
"10/01/2012","BPDK2012100362","Residential Pool Deck","8031 SE HIDDEN BRIDGE CT, JUPITER FL 33458-1032","DONE",,"Pool Deck (pavers)",,"T139277",
"08/08/2012","BPDK2012080640","Residential Pool Deck","5453 SE INLET PL, STUART FL 34997-2536","DONE",,"PERMIT RENEWED ON 6-6-13. pool deck concrete no footer",,"T137925",
"08/01/2012","BPDK2012090211","Residential Pool Deck","290 SW HARBOR VIEW DR, PALM CITY FL 34997-6293","DONE",,"RESURFACE EXISTING POOL DECK WITH PATIO PAVERS",,"T137689",
"06/22/2012","BPDK2012080460","Residential Pool Deck","711 SE ST LUCIE BLVD, STUART FL 34996-1324","DONE",,"Re-install pool a new pool deck almost identical to original. 4' thick with wind mesh...8x8 edges w/ ins as shown. A&G pools to install pool separetely. Total sf 1790",,"T136587",
"05/31/2012","BPDK2012060457","Residential Pool Deck","7289 SE GOLFHOUSE DR, HOBE SOUND FL 33455-8007","DONE",,"Remove & replace pool deck - concrete replaster pool",,"T135928",
"05/24/2012","BPDK2012060232","Residential Pool Deck","7118 SE GOLF RIDGE WAY, HOBE SOUND FL 33455-8046","DONE",,"Install sand set stone pavers on 4"" crushed shell rock sub base within the setbacks",,"T135772",
"05/09/2012","BPDK2012060045","Residential Pool Deck","3015 SE ST LUCIE BLVD, STUART FL 34997-5423","DONE",,"PERMIT RENEWED ON 9-19-14.  GOOD FOR 30 DAYS ONLY, EXP 10-19-14.  Permit Renewed August 8, 2013 Replace Pool Deck",,"T135306",
"04/13/2012","BPDK2012050206","Residential Pool Deck","1379 NE 29TH TER, JENSEN BEACH FL 34957-4883","DONE",,"POOL DECK EXT...24X15 4.5X45 4"" TORCK 3000 PSI WITH FIBER MESH",,"T134569",
"02/15/2012","BPDK2012020492","Residential Pool Deck","6589 SE BROADMOOR LN, STUART FL 34997","DONE",,"REPLACE EXISTING PAVERS IN POOL DECK WITH NEW ONES",,"T132909",
"01/18/2012","BPDK2012010591","Residential Pool Deck","12 SE SADDLE BACK RD, TEQUESTA FL 33469-1557","DONE",,"resurface exisiting concrete pool deck & replace 6x6 section of deck",,"T132243",
"10/21/2011","BPDK2011110129","Residential Pool Deck","7026 SE HARBOR CIR, STUART FL 34996-1922","DONE",,"Installation of concrete pool deck",,"T130386",
"10/04/2011","BPDK2011100096","Residential Pool Deck","1386 SE BREWSTER PL, STUART FL 34997-5610","DONE",,"Remove exisiting brick pavers in pool deck and install thick pavers eith  enclosure schedule to start 10\10\11",,"T129973",
"09/16/2011","BPDK2012040302","Residential Pool Deck","587 SW LOST RIVER RD, STUART FL 34997","DONE",,"Pool deck-brick pavers.  Master pool permit 2010110350.",,"T129600",
"09/07/2011","BPDK2011090648","Residential Pool Deck","3542 SE LEONARD LN, STUART FL 34997","DONE",,"change to larger pool deck q pool",,"T129361",
"09/06/2011","BPDK2011090191","Residential Pool Deck","9437 SE RIVER TER, TEQUESTA FL 33469-1337","DONE",,"placing pavers over existing concrete fesurfacing pool",,"T129352",
"08/01/2011","BPDK2011090228","Residential Pool Deck","8956 SE HARBOR ISLAND WAY, HOBE SOUND FL 33455-3104","DONE",,"CONRETE POOL DECK WITH MARBLE OR TOP",,"T128493",
"07/25/2011","BPDK2011080825","Residential Pool Deck","5529 SW BELLFLOWER CT, PALM CITY FL 34990","DONE",,"EXTENDING POOL DECK AND INSTALLING A STEM WALL",,"T128261",
"07/20/2011","BPDK2011080205","Residential Pool Deck","445 SE CARDINAL TRL, STUART FL 34997-7305","DONE",,"REMOVE SHADED SETTLED CONCRETE ON REAR OF POOL DECK AND REPLACE WITH CONCRETE WITH SCREEN FOOTER",,"T128116",
"07/14/2011","BPDK2011070501","Residential Pool Deck","8280 SW CATTLEYA DR, STUART FL 34997","DONE",,"INSTALL A SAND-SET BRICK PAVER POOL DECK EXTENSION.  NO CONCRETE SLAB WILL BE POURED.",,"T127962",
"06/15/2011","BPDK2011060733","Residential Pool Deck","2118 SW PANTHER TRCE, STUART FL 34997","DONE",,"EXTEND POOL PATIO 15' X 40' WITH 10' X 10' WITH 1 #5 REBAR FOR FUTURE SCREEN ENCLOSURE.",,"T127231",
"06/08/2011","BPDKT126989","Residential Pool Deck",,"VOID",,,,"T126989",
"05/26/2011","BPDK2011060310","Residential Pool Deck","2591 SW HOLLY DALE WAY, PALM CITY FL 34990-2054","COND",,"AS BUILT POOL DECK. DECK WAS POURED IN 2002 WITHOUT A PERMIT. POOL WAS PERMITTED & FINALED, DECK GOT MISSED",,"T126590",
"04/28/2011","BPDKT125660","Residential Pool Deck",,"VOID",,,,"T125660",
"04/21/2011","BPDK2011120601","Residential Pool Deck","10135 SE SANDPINE LN, HOBE SOUND FL 33455-4806","DONE",,"PERMIT REQUIRED FOR INSPECTION OF POOL DECK (SAND SET PAVERS)",,"T125442",
"04/01/2011","BPDK2011040467","Residential Pool Deck","3124 SE RANCH ACRES CIR, JUPITER FL 33478-1907","DONE",,"PERMIT RENEWED ON 02-29-12.  FORM AND POUR CONCRETE SWIMMING POOL DECK. POOL T124583",,"T124867",
"03/23/2011","BPDK2013010700","Residential Pool Deck","703 SW GOLDSHINE CT, PALM CITY FL 34990","DONE",,"EXTENDING PAVERS",,"T124574",
"03/03/2011","BPDK2012050524","Residential Pool Deck","12001 SE TIFFANY WAY, TEQUESTA FL 33469-1752","DONE",,"DECK: 514 PAVERS T123607",,"T124041",
"01/20/2011","BPDK2011010465","Residential Pool Deck","6461 SW THISTLE TER, PALM CITY FL 34990-3958","DONE",,,,"T123006",
"01/18/2011","BPDK2011010607","Residential Pool Deck","9919 SE OSPREY POINTE DR, HOBE SOUND FL 33455-3021","COND",,"SCREEN FOOTER, REMOVE OLD PAVERS AND REPLACE WITH NEW INCLUDE FILLING IN PLANTER BEDS",,"T122948",
"01/03/2011","BPDK2011010248","Residential Pool Deck","3014 NE CANAL AVE, JENSEN BEACH FL 34957-4712","DONE",,"REMOVE REPLACE PARTIAL SETTLED POOL DECK.",,"T122694",
"10/20/2010","BPDK2010100465","Residential Pool Deck","775 SE SALERNO RD, STUART FL 34997-6305","DONE",,"POOL DECK -- REMOVE PAVERS AND REPLACE THEM.",,"T121079",
"10/18/2010","BPDK2010110008","Residential Pool Deck","8800 SW FISHERMANS WHARF DR, STUART FL 34997-9116","DONE",,"Extension of paver pool deck.  This is Master Plans",,"T121012",
"10/14/2010","BPDK2010100464","Residential Pool Deck","1900 NW COVE CIR, STUART FL 34994-9468","DONE",,"DEMO EXISTING 26' X 37' CONCRETE POOL DECK AND INSTALL NEW 26' X 37' CONCRETE POOL DECK.",,"T120952",
"09/23/2010","BPDKT120470","Residential Pool Deck",,"VOID",,,,"T120470",
"09/23/2010","BPDK2011010577","Residential Pool Deck","18895 SE JUPITER INLET WAY, TEQUESTA FL 33469-1717","DONE",,"INTERLOCKING PAVERS POOL AREA AND REAR PORCH",,"T120454",
"09/08/2010","BPDK2010090530","Residential Pool Deck","7201 SE GOLF RIDGE WAY, HOBE SOUND FL 33455-8040","DONE",,"REPLACE EXISTING POOL DECK W/ SAND SET PAVER DECK AND REFINISH EXISTING POOL",,"T120064",
"08/26/2010","BPDKT119734","Residential Pool Deck","10410 SE RIDGEVIEW CIR, TEQUESTA FL 33469","VOID",,"PAVER POOL DECK EXTENSION",,"T119734",
"08/13/2010","BPDK2010080572","Residential Pool Deck","5319 SE HORSESHOE POINT RD, STUART FL 34997-2347","DONE",,"PROVIDE SUFFICIENT AMOUNT OF CONCRETE BEDDING SAND TO PROVIDE A STABLE BASE FOR PAVER INSTALLATION.  INSTALL 1"" BRICK PAVERS OVER EXISTING POOL DECK 808",,"T119459",
"08/02/2010","BPDK2010120052","Residential Pool Deck","2236 NW FORK RD, STUART FL 34994-9459","DONE",,"INSTALLATION OF INTERLOCKING PAVER POOL DECK",,"T119139",
"06/14/2010","BPDK2010070258","Residential Pool Deck","6452 SE MORNING DOVE WAY, HOBE SOUND FL 33455-8026","DONE",,"POOL DECK, PATIO & WALKWAY AREAS",,"T117856",
"06/08/2010","BPDK2010060423","Residential Pool Deck","6322 SE MORNING DOVE WAY, HOBE SOUND FL 33455-8026","DONE",,"REMOVE EXISTING SAND SET POOL DECK/ REPLACE WITH SLAB - RE-INSTALL STONES",,"T117693",
"04/28/2010","BPDK2010050524","Residential Pool Deck","3535 SW KANNER HWY, STUART FL 34997","COND",,"POOL DECK ONLY",,"T116674",
"04/20/2010","BPDK2011070721","Residential Pool Deck","1401 SW EAGLE NEST WAY, PALM CITY FL 34990-4223","DONE",,"Pool Paver Deck Only",,"T116478",
"03/19/2010","BPDK2010070310","Residential Pool Deck","3517 SE DOUBLETON DR, STUART FL 34997-5627","DONE",,"POOL DECK",,"T115749",
"03/11/2010","BPDK2010030266","Residential Pool Deck","2685 NE INDIAN RIVER DR, JENSEN BEACH FL 34957-5207","DONE",,"paver deck",,"T115575",
"02/17/2010","BPDK2010070225","Residential Pool Deck","6820 SE HARBOR CIR, STUART FL 34996-1968","CNCL",,"POOL DECK ONLY. (POOL T114849)",,"T115157",
"02/11/2010","BPDKT115056","Residential Pool Deck",,"VOID",,,,"T115056",
"02/10/2010","BPDK2011070456","Residential Pool Deck","3462 SE MICANOPY TER, STUART FL 34997-5474","DONE",,"PAVER POOL DECK ONLY.",,"T115033",
"01/04/2010","BPDK2010010010","Residential Pool Deck","1510 SE LEGACY COVE CIR, STUART FL 34997","DONE",,"POOL DECK  POOL PERMIT NUMBER T113722",,"T114400",
"12/04/2009","BPDK2009120316","Residential Pool Deck","988 SW 28TH ST, PALM CITY FL 34990-2914","EXP",,"PERMIT RENEWED ON 02-08-13. PERMIT RENEWED 07-09-12 Adding concrete to pool deck then PAVERS OVER CONCRETE.  Adding concrete to driveway, then pavers over concrete.",,"T114038",
"11/16/2009","BPDK2009120120","Residential Pool Deck","1794 SW COLLEGE ST, STUART FL 34997-7004","DONE",,"WOOD DECK AROUND POOL",,"T113717",
"11/06/2009","BPDK2010010416","Residential Pool Deck","2908 SE SOUTHVIEW DR, STUART FL 34996-4944","DONE",,"CONCRETE (BSWP T112396)",,"T113547",
"10/16/2009","BPDK2009100231","Residential Pool Deck","4380 SE COVENTRY LN, STUART FL 34997-5691","DONE",,"REPLACING EXISTING PAVER DECK WITH NEW PAVERS",,"T113198",
"09/30/2009","BPDK2009100063","Residential Pool Deck","1400 SE RANCH RD, JUPITER FL 33478","DONE",,"Paver Pool Deck.  Pool permit 2008070087",,"T112912",
"09/01/2009","BPDK2009090077","Residential Pool Deck","3444 SE CAMBRIDGE DR, STUART FL 34997-5644","DONE",,"REPLACING EXISTING BRICK PAVERS POOL DECK WITH NEW BRICK PAVERS",,"T112467",
"08/18/2009","BPDK2009090245","Residential Pool Deck","5500 SW LANDING CREEK DR, PALM CITY FL 34990-4060","DONE",,"ADD 5 FEET OF CONCRETE TO POOL DECK -- BUILD RAISED WALL ON DECK",,"T112250",
"07/02/2009","BPDK2009070199","Residential Pool Deck","2512 SW RACQUET CLUB DR, PALM CITY FL 34990-2305","COND",,"CONCRETE SLAB ADDITON TO EXISTING POOL DECK",,"T111497",
"06/30/2009","BPDK2009070184","Residential Pool Deck","3333 NE SANDRA DR, JENSEN BEACH FL 34957-3902","DONE",,"CONCRETE POOL DECK  -RENEWED 4-14-2010  A TIE IN SURVEY WILL BE REQUIRED PRIOR TO THE POURING OF THE NEW SLAB .",,"T111416",
"06/29/2009","BPDKT111407","Residential Pool Deck","1801 SW TRAILSIDE PATH, STUART FL 34997","VOID",,"SAND SET PAVER POOL DECK WITH NO FOOTERS",,"T111407",
"06/25/2009","BPDKT111349","Residential Pool Deck","3333 NE SANDRA DR, JENSEN BEACH FL 34957-3902","VOID",,,,"T111349",
"06/11/2009","BPDK2009090104","Residential Pool Deck","8373 SE WOODMERE ST, HOBE SOUND FL 33455-4108","DONE",,"POOL DECK ONLY -- PAVERS",,"T111058",
"06/11/2009","BPDK2009060456","Residential Pool Deck","428 NE BAYBERRY LN, JENSEN BEACH FL 34957-4612","DONE",,"PAVER DECK ADDITION TO EXISTING POOL & PATIO AREA",,"T111048",
"06/09/2009","BPDKT110993","Residential Pool Deck","428 NE BAYBERRY LN, JENSEN BEACH FL 34957-4612","VOID",,"PAVER DECK ADDITION TO EXISTING POOL & PATIO AREA",,"T110993",
"05/22/2009","BPDK2009060154","Residential Pool Deck","704 NW SPRUCE RIDGE DR, STUART FL 34994-9556","DONE",,"VINYL LINER TO GUNITE POOL W/ SANDSET PAVER DECK EXISTING EQUIPMENT",,"T110694",
"05/19/2009","BPDK2009050500","Residential Pool Deck","8252 SE ROYAL ST, HOBE SOUND FL 33455-4120","DONE",,"REMOVE EXISTING CONCRETE & INSTALL SANDSET PAVERS, NO CONCRETE FOOTERS",,"T110613",
"05/08/2009","BPDK2009050498","Residential Pool Deck","6007 SW BALD EAGLE DR, PALM CITY FL 34990","DONE",,"PAVER POOL DECK",,"T110406",
"05/07/2009","BPDK2009050507","Residential Pool Deck","8042 SE HELEN TER, HOBE SOUND FL 33455-4027","DONE",,"WOOD COMPOS POOL DECK",,"T110380",
"05/05/2009","BPDK2009050586","Residential Pool Deck","4553 SW OAKHAVEN LN, PALM CITY FL 34990-7745","DONE",,"ADDITION TO POOL DECK IN SANDSET PAVERS",,"T110311",
"05/01/2009","BPDK2009050357","Residential Pool Deck","2837 SE ST LUCIE BLVD, STUART FL 34997-5419","DONE",,"Pool permit T109519.",,"T110246",
"04/14/2009","BPDKT109834","Residential Pool Deck","2959 SE ST LUCIE BLVD, STUART FL 34997-5421","VOID",,"POOL DECK ONLY (PAVERS)",,"T109834",
"04/14/2009","BPDK2009040323","Residential Pool Deck","8016 SE GOLFHOUSE DR, HOBE SOUND FL 33455-8014","DONE",,"POOL DECK ONLY (PAVERS)",,"T109833",
"04/09/2009","BPDK2009040385","Residential Pool Deck","9479 SW EAGLES LNDG, STUART FL 34997-7971","DONE",,"ADDITION TO CONCRETE POOL DECK",,"T109773",
"04/03/2009","BPDK2009040124","Residential Pool Deck","8437 SW 18TH AVE, STUART FL 34997-7902","DONE",,"INSTALL BRICK PAVERS OVER EXISTING POOL DECK",,"T109647",
"03/26/2009","BPDK2009030447","Residential Pool Deck","8519 SE SABAL ST, HOBE SOUND FL 33455-2936","DONE",,"PAVERS 1"" ON TOP OF EXISTING POOL DECK",,"T109494",
"03/16/2009","BPDK2012100619","Residential Pool Deck","2604 NE SEWALLS LANDING WAY, JENSEN BEACH FL 34957-6500","DONE",,"Pool deck extension.  Master plan 2008080139",,"T109273",
"03/13/2009","BPDK2009110474","Residential Pool Deck","1236 SW ESTATES PL, PALM CITY FL 34990-1700","DONE",,"PAVER POOL DECK  AND WALKWAYS",,"T109240",
"02/26/2009","BPDK2009040455","Residential Pool Deck","6901 SE NORTH MARINA WAY, STUART FL 34996-1949","DONE",,"concrete deck around pool",,"T108992",
"02/06/2009","BPDK2009050425","Residential Pool Deck","6813 SE ISLE WAY, STUART FL 34996-1943","DONE",,"CONCRETE POOL DECK",,"T108667",
"01/30/2009","BPDK2009020189","Residential Pool Deck","12940 SE GUAVA DR, HOBE SOUND FL 33455","DONE",,"POOL DECK ONLY - PAVERS",,"T108557",
"12/18/2008","BPDK2009010042","Residential Pool Deck","1752 SW FOXPOINT TRL, PALM CITY FL 34990-5726","DONE",,"REPLACE EXISTING PAVER  POOL DECK WITH NEW BRICK PAVERS.  OWNER IS ADVISED THAT IF THE EXISTING DECK/ SCREEN  DOES NOT MEET SETBACKS AN AMENDMENT TO THE PUD MAY BE REQUIRED WHEN THE PROPERTY IS SOLD.",,"T108058",
"12/04/2008","BPDK2008120362","Residential Pool Deck","4785 SW LONG BAY DR, PALM CITY FL 34990-8812","DONE",,"AFTER THE FACT - PAVER ADDITION TO POOL DECK",,"T107823",
"10/27/2008","BPDK2008110031","Residential Pool Deck","3150 SW STONEYBROOK WAY, PALM CITY FL 34990-5636","DONE",,"NEW 12"" X 12""  PAVER PATIO AROUND POOL",,"T107332",
"10/22/2008","BPDKT107265","Residential Pool Deck",,"VOID",,,,"T107265",
"10/22/2008","BPDK2008100321","Residential Pool Deck","2823 SW BEAR PAW TRL, PALM CITY FL 34990-7938","DONE",,"REMOVE EXISTING PAVERS ON POOL DECK AND INSTALL NEW.",,"T107264",
"10/17/2008","BPDK2008100271","Residential Pool Deck","2137 NW PINE LAKE DR, STUART FL 34994-8807","COND",,"INSTALL NEW POOL SLAB",,"T107208",
"10/15/2008","BPDK2008100451","Residential Pool Deck","5662 SW ORCHID BAY DR, PALM CITY FL 34990-8523","DONE",,"POOL DECK ADDITION",,"T107175",
"10/10/2008","BPDK2008110023","Residential Pool Deck","1644 SW SEAGULL WAY, PALM CITY FL 34990-1738","DONE",,"INSTALL POOL DECK",,"T107109",
"10/01/2008","BPDKT106979","Residential Pool Deck","7615 SW LOST RIVER RD, STUART FL 34997-7453","VOID","COURTYARD","COMMERICAL-POOL DECK",,"T106979",
"09/26/2008","BPDK2009080369","Residential Pool Deck","6945 SE HARBOR CIR, STUART FL 34996-1966","DONE",,"POOL DECK ONLY- PAVER",,"T106903",
"09/11/2008","BPDK2012120369","Residential Pool Deck","1761 SW CRANE CREEK AVE, PALM CITY FL 34990-2213","DONE",,"POOL DECK ONLY",,"T106628",
"09/10/2008","BPDK2008090159","Residential Pool Deck","1762 NW SAN SOUCI ST, STUART FL 34994-9463","DONE",,"POOL DECK AND RETAINING ONLY",,"T106605",
"08/25/2008","BPDK2008100219","Residential Pool Deck","3214 SE FAIRWAY WEST, STUART FL 34997-6028","DONE",,"INSTALL POOL DECK & LANDSCAPE WALL",,"T106319",
"07/21/2008","BPDK2008080096","Residential Pool Deck","341 SW TIMBER TRL, STUART FL 34997-6289","DONE",,"AFTER THE FACT - PAVER POOL DECK",,"T105631",
"07/11/2008","BPDK2008070310","Residential Pool Deck","8601 SW FOX BROWN RD, INDIANTOWN FL 34956-9739","DONE",,"PERMIT RENEWED ON 02-14-14.  POOL DECK ONLY                   NO TIE IN SURVEY OR FORM BOARD ELE REQ.",,"T105485",
"07/09/2008","BPDK2008080069","Residential Pool Deck","703 SW GOLDSHINE CT, PALM CITY FL 34990","DONE",,"POOL DECK ONLY (PAVERS)",,"T105439",
"07/07/2008","BPDK2008090322","Residential Pool Deck","8625 SE PINEHAVEN AVE","DONE",,,,"T105374",
"07/01/2008","BPDK2008070034","Residential Pool Deck","3450 SE KUBIN AVE, STUART FL 34997-2533","DONE",,"POOL DECK ONLY- CONCRETE",,"T105297",
"06/16/2008","BPDK2008090360","Residential Pool Deck","6976 SE HARBOR CIR, STUART FL 34996-1915","DONE","GRAND HALL ESTATES ANGLES DEV","pool deck only",,"T104928",
"06/06/2008","BPDK2008090037","Residential Pool Deck","4940 SW LAKE GROVE CIR, PALM CITY FL 34990-8505","DONE",,"BRICK PAVER POOL DECK",,"T104737",
"06/05/2008","BPDKT104688","Residential Pool Deck","341 SW TIMBER TRL, STUART FL 34997-6289","VOID",,"Paver deck  AFTER THE FACT",,"T104688",
"05/28/2008","BPDK2008060454","Residential Pool Deck","835 NE STOKES TER, JENSEN BEACH FL 34957-3736","DONE",,"PERMIT RENEWED ON 07-15-13.  REPLACE POOL DECK",,"T104514",
"05/23/2008","BPDK2008070596","Residential Pool Deck","6929 SE LAKEVIEW TER, STUART FL 34996-1920","DONE",,"POOL DECK ONLY ( replace)",,"T104444",
"05/23/2008","BPDK2008060334","Residential Pool Deck","1890 NW RIVER TRL, STUART FL 34994-9455","DONE",,"POOL DECK ONLY",,"T104442",
"05/22/2008","BPDK2008050552","Residential Pool Deck","3225 SW BRIARBROOK WAY, PALM CITY FL 34990-5636","DONE",,"POOL DECK ONLY",,"T104384",
