"Application Date","Record Number","Record Type","Address","Status","Project Name","Description","Expiration Date","Kiva Hist T #",
"04/23/2018","BLD2018041562","Residential Swimming Pool No Deck","18960 SE REACH ISLAND LN, JUPITER FL 33458-1114","Closed-Certificate Issued",,"Revised scope to replaster/retile exist. pool & spa install eg pot bond wire per code, install new spa, main drain suction & return linesREPLASTER/RETIE EXISTING POOL AND SPA, INSTAL EQ. POT BONDWIRE PER CODE, INATALL NEW SPA MAIN DRAIN SUCTION & RETURN LINES.",,,
"04/19/2018","BLD2018041435","Residential Swimming Pool No Deck","2826 SW RIVERS END WAY, PALM CITY FL 34990","Closed-Certificate Issued",,"CONSTRUCT GUNITE POOL AND SPA WITH FIRE PIT AND VANISHING EDGE",,,
"04/12/2018","BLD2018040855","Residential Swimming Pool No Deck","11809 SE SHELL AVE, HOBE SOUND FL 33455","Closed-Certificate Issued","Edwards Residence","Inground Swimming Pool - NO Deck",,,
"04/06/2018","BLD2018040501","Residential Swimming Pool No Deck","2715 NW HOWARD CREEK LN, STUART FL 34994","Closed-Certificate Issued",,"INSTALL NEW INGROUND SWIMMING POOL ( NO DECK)",,,
"04/06/2018","BLD2018040500","Residential Swimming Pool No Deck","11940 SE PLUTUS AVE, HOBE SOUND FL 33455-5419","Closed-Certificate Issued",,"INSTALL NEW INGROUND SWIMMING POOL ( NO DECK)",,,
"04/04/2018","BLD2018040292","Residential Swimming Pool No Deck","5600 SW WILDERNESS WAY, INDIANTOWN FL 34956","Closed-Certificate Issued","Flamingo Pools & Patios Inc","construct gunite swimming pool deck by others",,,
"03/21/2018","BLD2018031576","Residential Swimming Pool No Deck","19203 SE JUPITER RIVER DR, JUPITER FL 334581023","Closed-Certificate Issued","Elite / Pickett","Swimming Pool - Spa - Gas Heater",,,
"03/16/2018","BLD2018031265","Residential Swimming Pool No Deck","7874 SE HIDDEN BRIDGE CT, JUPITER FL 334581032","Closed-Certificate Issued",,"Swimming Pool & Gas Heater",,,
"02/27/2018","BLD2018020376","Residential Swimming Pool No Deck","108 NE ALICE ST, JENSEN BEACH FL 349576004","Reactivated","taylor made pool and spa llc","PERMIT RENEWED 3-15-21 (60 DAYS)renovate existing pool with new plumbing and add a new spa (deck by others)",,,
"02/27/2018","BLD2018020325","Residential Swimming Pool No Deck","1776 SW RANCH TRL, STUART FL 34997-7126","Permit Issued","James Connolly","Request permit to dismantle existing in-ground pool.",,,
"02/24/2018","BLD2018020191","Residential Swimming Pool No Deck","7480 SE RAVISSANT DR, STUART FL 34997","Closed-Certificate Issued",,"swimming pool, spa, gas heater, deck by others",,,
"02/20/2018","BLD2018020021","Residential Swimming Pool No Deck","6609 SW SILVER WOLF DR, PALM CITY FL 34990","Permit Issued",,"inground pool remodel-   (just completed & closed out nov 2017  permit # 2017040607)",,,
"01/22/2018","BSWPT208952","Residential Swimming Pool No Deck","639 SW LINDEN ST, STUART FL 34997-6229","Closed-Cancelled",,"BUILD NEW SWIMMING POOL PER PLAN.",,"T208952",
"01/22/2018","BLD2019011017","Residential Swimming Pool No Deck","639 SW LINDEN ST, STUART FL 34997-6229","Closed-Certificate Issued",,"BUILD NEW SWIMMING POOL PER PLAN.",,"T208952",
"12/26/2017","BSWP2018011082","Residential Swimming Pool No Deck","5503 SW CORAL TREE LN, PALM CITY FL 34990-8535","Closed-Certificate Issued",,"CONSTRUCTION OF SWIMMING POOL, POOL PIPING, AND SETTING GAS HEATER (GAS BY OTHERS - SEE PERMIT #2017-070051)   NOTE: ELECTRIC, DECK, FENCE TO BE SUBMITTED BY OTHERS. MESH BARRIER TO BE DONE BY THE POOL PEOPLE WEST, INC ON A SEPARATE APPLICATION",,"T207879",
"11/29/2017","BSWP2017120712","Residential Swimming Pool No Deck","1984 SE SAILFISH POINT BLVD, STUART FL 34996","Closed-Certificate Issued",,"construct new pool   & gas heater- deck on house permits tracking # is T201037",,"T206758",
"11/21/2017","BLD2018030849","Residential Swimming Pool No Deck","1005 NE DOUBLOON DR, STUART FL 34996-1511","Closed-Certificate Issued",,"PERMIT RENEWED ON 04/29/2019 FOR (6 MONTHS) - construct new pool with spa and gas heater.  for deck see house tracking # T189747 also see tracking # for wall that serves as part of pool/spa   leisure pool & spa on 2nd floor east side",,"T206484",
"11/08/2017","BSWP2017111237","Residential Swimming Pool No Deck","1984 SE SAILFISH POINT BLVD, STUART FL 34996","Closed-Certificate Issued",,"construct new reflection pond. deck is on house permit, the trackin number for the house is T201037",,"T205877",
"10/25/2017","BSWP2017120105","Residential Swimming Pool No Deck","18658 SE ST AUGUSTINE WAY, TEQUESTA FL 33469","Closed-Certificate Issued",,"SWIMMING POOL, SPA, GAS HEATER, DECK BY OTHERS",,"T205190",
"08/28/2017","BSWP2018020056","Residential Swimming Pool No Deck","4482 NE SKYLINE DR, JENSEN BEACH FL 34957-3847","Closed-Certificate Issued",,"install 12x24 above ground pool/ run underground elect to pool pump with gfce protection",,"T202844",
"08/15/2017","BSWP2017100097","Residential Swimming Pool No Deck","12327 SE INDIAN RIVER (SOUTH) DR, HOBE SOUND FL 33455","DONE",,"swimming pool no deck",,"T202305",
"06/29/2017","BSWP2017080441","Residential Swimming Pool No Deck","894 SE MACARTHUR BLVD, STUART FL 34996-4918","Closed-Certificate Issued",,"Build swimming pool w/ paver deck",,"T200245",
"06/20/2017","BSWP2017081065","Residential Swimming Pool No Deck","1105 NE DOUBLOON DR, STUART FL 34996-1513","Closed-Certificate Issued",,"POOL, SPA, GAS HEATER, VANISHING EDGE, DECK BY OTHERS.",,"T199707",
"05/24/2017","BSWP2017080499","Residential Swimming Pool No Deck","18211 SE ISLAND DR, TEQUESTA FL 33469-8127","Closed-Certificate Issued",,"swimming pool, spa, heat pump, NO DECK",,"T198456",
"05/15/2017","BSWPT197962","Residential Swimming Pool No Deck","5622 SE LAMAY DR, STUART FL 34997-6548","EXP",,"Lap pool for therapy.",,"T197962",
"05/03/2017","BSWP2017080615","Residential Swimming Pool No Deck","1371 SW EVERGREEN LN, PALM CITY FL 34990-1912","Closed-Certificate Issued",,"REPLACE pool and replace all equipment (lights, pump, filter, controls)",,"T197395",
"05/03/2017","BSWPT197355","Residential Swimming Pool No Deck","1294 SW SEAGULL WAY, PALM CITY FL 34990-1739","Closed-Cancelled",,"OPEN 3FT SECTION OF CRACKED WALL, REMOVE WALL, INSPECT REBAR, RESHOOT GUNITE 3FT SECTION ON BOTH SIDES OF POOL.",,"T197355",
"03/17/2017","BSWP2017051187","Residential Swimming Pool No Deck","4618 SW LONG BAY DR, PALM CITY FL 34990-8807","DONE",,"swimming pool only ( barrier permit T191324)",,"T195156",
"03/09/2017","BSWP2017040624","Residential Swimming Pool No Deck","762 SW FALCON ST, PALM CITY FL 34990-4025","DONE",,"CONSTRUCT GUNITE SWIMMING POOL,  POOL DECK BY CABANA CONTRACTOR SEPARATE PERMIT",,"T194810",
"02/24/2017","BSWP2017030631","Residential Swimming Pool No Deck","2760 SW BEAR PAW TRL, PALM CITY FL 34990-7942","DONE",,"IN-GROUND CONCRETE SWIMMING POOL",,"T194175",
"02/21/2017","BSWP2017030317","Residential Swimming Pool No Deck","9662 SE HIGHBORNE WAY, HOBE SOUND FL 33455","DONE",,"CONSTRUCT GUNITE SWIMMING POOL PAVER DECK BY OTHERS",,"T194013",
"12/28/2016","BSWP2017010961","Residential Swimming Pool No Deck","9364 SE COVE POINT ST, TEQUEST FL 33469","COND",,"new swimming pool decking by others",,"T191977",
"09/02/2016","BSWP2016100570","Residential Swimming Pool No Deck","1042 SE MACARTHUR BLVD, STUART FL 34996-4921","Closed-Certificate Issued",,"in-ground concrete swimming pool (Deck for the house is in permit # 2016060539)",,"T187757",
"07/20/2016","BSWP2016080988","Residential Swimming Pool No Deck","11835 SE SHELL AVE, HOBE SOUND FL 33455","DONE",,"construct new pool with heat pump house permit # for pool patio/deck 2015120832",,"T185967",
"07/08/2016","BSWP2016071003","Residential Swimming Pool No Deck","5072 SW SENSATION ST, PALM CITY FL 34990","DONE",,"pool 15 x 32 12,617 gallons piping for pool",,"T185424",
"06/17/2016","BSWP2016070399","Residential Swimming Pool No Deck","8871 SW FISHERMANS WHARF DR, STUART FL 34997-9112","DONE",,"CONSTRUCT GUNITE SWIMMING POOL , POOL DECK BY HOME BUILDER",,"T184564",
"06/15/2016","BSWP2016080110","Residential Swimming Pool No Deck","7733 SE LAKE SHORE DR, HOBE SOUND FL 33455-3834","DONE",,"construct new pool with heat pump gas heater. deck tracking # T181111",,"T184449",
"05/20/2016","BSWP2016080086","Residential Swimming Pool No Deck","10433 SE BANYAN WAY, TEQUESTA FL 33469-1419","DONE",,"POOL W/ VANISHING EDGE, 14 POOL PILINGS, GAS HEATER, TWO GAS FIREBOWLS, (DECK BY OTHERS)",,"T183386",
"05/03/2016","BSWP2016050981","Residential Swimming Pool No Deck","8030 SE HIDDEN BRIDGE CT, JUPITER FL 33458-1032","DONE",,"INGROUND POOL, SPA, ELECTRIC HEATER, DECK BY OTHERS (T181550)",,"T182529",
"04/20/2016","BSWP2016050731","Residential Swimming Pool No Deck","3929 SW ST LUCIE SHORES DR, PALM CITY FL 34990-3837","DONE",,"in ground swimming pool",,"T181800",
"04/14/2016","BSWP2016050058","Residential Swimming Pool No Deck","957 SW SCRUB OAK AVE, PALM CITY FL 34990","DONE",,"INSTALL GUNITE SWIMMING POOL",,"T181541",
"04/13/2016","BSWP2016060597","Residential Swimming Pool No Deck","5400 SW 69TH ST, PALM CITY FL 34990","COND",,"POOL , SPA AND SUPPLY CW HEATER",,"T181509",
"12/22/2015","BSWP2016010768","Residential Swimming Pool No Deck","12337 SE INDIAN RIVER (SOUTH) DR, HOBE SOUND FL 33455","DONE",,"POOL (DECK BY OTHERS)",,"T177064",
"12/22/2015","BSWP2016040020","Residential Swimming Pool No Deck","19163 SE JUPITER RIVER DR, JUPITER FL 33458-1023","DONE",,"POOL, SPA , ELECTRIC HEATER, (PAVER DECK BY OTHERS)",,"T177063",
"12/03/2015","BSWP2016010452","Residential Swimming Pool No Deck","9235 SE COVE POINT ST, TEQUESTA FL 33469-1381","DONE",,"Construct new pool with heat pump no deck.",,"T176356",
"11/13/2015","BSWP2015120357","Residential Swimming Pool No Deck","1249 SW DYER POINT RD, PALM CITY FL 34990-4219","DONE",,"Install new concrete pool inside existing fiberglass pool",,"T175736",
"10/06/2015","BSWP2015110744","Residential Swimming Pool No Deck","7762 SE LOBLOLLY BAY DR, HOBE SOUND FL 33455","Closed-Certificate Issued",,"PERMIT RENEWED 3-28-18 PER SCOTT (30 DAYS) LAST RENEWAL OR EXTENSION  PERMIT RENEWED 09-29-17 (60 DAYS)  PERMIT RENEWED 12-16-16 (6 MONTHS)  NEW POOL",,"T174237",
"09/25/2015","BSWP2015110094","Residential Swimming Pool No Deck","8343 SE WOODMERE ST, HOBE SOUND FL 33455-4108","DONE",,"CONSTRUCT SWIMMING POOL AS PART OF NEW HOME CONSTRUCTION PERMIT # BSFR 2015020001",,"T173854",
"09/16/2015","BSWP2015100752","Residential Swimming Pool No Deck","8752 SE SANDRIDGE AVE, HOBE SOUND FL 33455-4635","DONE",,"swimming pool",,"T173493",
"09/09/2015","BSWP2016010050","Residential Swimming Pool No Deck","2541 SW TRAILSIDE PATH, STUART FL 34997","DONE",,"SWIMMING POOL ONLY - NO DECK ON SOD",,"T173267",
"07/16/2015","BSWP2015080658","Residential Swimming Pool No Deck","6600 SE HARBOR CIR, STUART FL 34996-1961","DONE",,"Install new gunite spa only",,"T171323",
"07/02/2015","BSWP2015080736","Residential Swimming Pool No Deck","18659 SE ST AUGUSTINE WAY, TEQUESTA FL 33469","DONE",,"SWIMMING POOL (NO DECK) WITH THICKENED BEAM FOR OVERSIZED COPING",,"T170808",
"07/01/2015","BSWP2015080253","Residential Swimming Pool No Deck","18634 SE ST AUGUSTINE WAY, TEQUESTA FL 33469","DONE",,"POOL- SPA- GAS HEATER",,"T170797",
"07/01/2015","BSWP2015080222","Residential Swimming Pool No Deck","7767 SE LOBLOLLY BAY DR, HOBE SOUND FL 33455-3830","DONE",,"new spa POOL EXISTING",,"T170795",
"06/30/2015","BSWP2015080059","Residential Swimming Pool No Deck","2010 NW PINE TREE WAY, STUART FL 34994-8835","DONE",,"in ground swimming pool",,"T170697",
"06/23/2015","BSWP2015090147","Residential Swimming Pool No Deck","852 SW FALCON ST, PALM CITY FL 34990-4027","DONE",,"CONSTRUCT GUNITE SWIMMING POOL AND SEPARATE SPA. deck by others see permit #",,"T170402",
"06/08/2015","BSWPT169736","Residential Swimming Pool No Deck",,"CNCL",,,,"T169736",
"05/20/2015","BSWP2015060818","Residential Swimming Pool No Deck","9066 SE ATHENA ST, HOBE SOUND FL 33455-5502","DONE",,"SWIMMING POOL/NO DECK, COPING WITH GRASS",,"T169017",
"05/12/2015","BSWP2015060552","Residential Swimming Pool No Deck","5277 SW ANHINGA AVE, PALM CITY FL 34990-4042","DONE",,"install inground swimming pool ( Want to have just grass per email dated 05/29/2015 in file)",,"T168679",
"05/04/2015","BSWP2015050840","Residential Swimming Pool No Deck","18639 SE TORTUGA CT, TEQUESTA FL 33469","DONE",,"SWIMMING POOL, SPA GAS HEATER (DECK PERMIT BY OTHERS)",,"T168378",
"04/30/2015","BSWP2015070250","Residential Swimming Pool No Deck","6026 SE HORSESHOE POINT RD, STUART FL 34997-2468","DONE",,"ADD SPA TO EXISTING DECK",,"T168231",
"04/24/2015","BSWP2015090035","Residential Swimming Pool No Deck","2690 NW COLLINS COVE RD, STUART FL 34994","DONE",,"INSTALL GUNITE SWIMMING POOL AND SPA",,"T168023",
"04/01/2015","BSWP2015041111","Residential Swimming Pool No Deck","3271 SW WATER EDGE WAY, PALM CITY FL 34990-1956","DONE",,"install gunite swimming pool",,"T167051",
"03/02/2015","BSWP2015060008","Residential Swimming Pool No Deck","3633 SE FORECASTLE CT, STUART FL 34997-2588","DONE",,"CONSTRUCT GUNITE POOL &  PAVER DECK W/ CONCRETE RIBBON FOOTER",,"T165846",
"02/18/2015","BSWP2015030341","Residential Swimming Pool No Deck","1884 SE SAILFISH POINT BLVD, STUART FL 34996-1913","DONE",,"PERMIT RENEWED 6-23-16 (6 MONTHS) In-ground concrete swimming pools and spa included",,"T165464",
"02/12/2015","BSWP2015050051","Residential Swimming Pool No Deck","2586 SW FEROE AVE, PALM CITY FL 34990-2833","EXP",,"new fiberglass pool",,"T165273",
"02/04/2015","BSWP2015030825","Residential Swimming Pool No Deck","7830 SE COUNTRY ESTATES WAY, JUPITER FL 33458","EXP",,"spa",,"T165014",
"02/03/2015","BSWP2015020980","Residential Swimming Pool No Deck","9314 SE KINGSLEY ST, HOBE SOUND FL 33455-7705","DONE",,"adding spa to existing pool, resurfacing pool deck, new pool finish deck existing new main drain new pool heater",,"T164952",
"01/29/2015","BSWP2015020529","Residential Swimming Pool No Deck","1150 NE CRESCENT ST, JENSEN BEACH FL 34957-4717","DONE","SPA ONLY","SPA ADDITION TO EXISTING POOL - NO DECK (EXISTING TO STAY THE SAME)",,"T164807",
"01/21/2015","BSWP2015020457","Residential Swimming Pool No Deck","18909 SE RED APPLE LN, JUPITER FL 33458-1063","DONE",,"INSTALL NEW SPA ON EXISTING POOL. MODIFY SHALLOW END INTO SUNSHELF. INSTALL PAVERS OVER EXISTING CONCRETE DECK. DECK IS EXISTING",,"T164552",
"01/14/2015","BSWP2015030829","Residential Swimming Pool No Deck","7900 SE HIDDEN BRIDGE CT, JUPITER FL 33458-1032","DONE",,"POOL, SPA AND SUPPLY GAS HEATER. NO DECK.",,"T164349",
"01/14/2015","BSWP2015020281","Residential Swimming Pool No Deck","6530 SE SOUTH MARINA WAY, STUART FL 34996-1906","EXP",,"NEW INGROUND SWIMMING POOL & SPA NO DECK",,"T164343",
"12/24/2014","BSWP2015020717","Residential Swimming Pool No Deck","1552 SW LAREDO ST, PALM CITY FL 34990-5995","DONE",,"SWIMMING POOL, ELECTRIC HEATER",,"T163847",
"12/22/2014","BSWP2015010495","Residential Swimming Pool No Deck","10323 SE MARIGOLD CIR, HOBE SOUND FL 33455","DONE",,"IN GROUND CONCRETE SWIMMING POOL - DECK BY OTHERS",,"T163786",
"10/30/2014","BSWP2014110437","Residential Swimming Pool No Deck","10351 SW STONES THROW TER, PALM CITY FL 34990-7811","DONE",,"CONSTRUCT GUNITE SWIMMING POOL DECK BY OTHERS",,"T162366",
"10/27/2014","BSWP2014120300","Residential Swimming Pool No Deck","3241 SW WINDING WAY, PALM CITY FL 34990-1958","DONE",,"ADD A GUNITE SPA TO AN EXISTING SWIMMING POOL DECK BY OTHERS",,"T162244",
"10/17/2014","BSWP2014110018","Residential Swimming Pool No Deck","6251 SE MOSS RIDGE POINTE, HOBE SOUND FL 33455-6397","DONE",,"INSTALL SWIMMING POOL - PAVER DECK BY OTHERS",,"T161956",
"10/07/2014","BSWPT161624","Residential Swimming Pool No Deck","1294 SW SEAGULL WAY, PALM CITY FL 34990-1739","CNCL",,"Pool remodel - Gunite shell inside existing pool, install tile at waterline & brick coping. Top only existing patio. Expose all plumbing and check for leaks. Electric is existing, using existing patio. No structural  patio will be poured, all work within existing patio and screen perimeters.",,"T161624",
"09/23/2014","BSWP2014100653","Residential Swimming Pool No Deck","8177 SE DOUBLE TREE DR, HOBE SOUND FL 33455-8242","DONE",,"Spa Only - Install a gunite spa to existing pool.",,"T161197",
"08/27/2014","BSWP2014100591","Residential Swimming Pool No Deck","1210 SE COLONY WAY, JUPITER FL 33478","DONE",,"PERMIT RENEWED 8-12-16 (6 MONTHS) Swimming pool with spa (deck by others)",,"T160327",
"08/19/2014","BSWPT160051","Residential Swimming Pool No Deck",,"CNCL",,,,"T160051",
"08/04/2014","BSWP2014090912","Residential Swimming Pool No Deck","1498 NE DIXIE HWY, JENSEN BEACH FL 34957-6355","DONE",,"swimming pool",,"T159592",
"05/13/2014","BSWP2014060565","Residential Swimming Pool No Deck","4642 SE CHEERIO WAY, STUART FL 34997-6950","DONE",,"CONSTRUCT GUNITE SWIMMING POOL DECK BY OTHERS",,"T156821",
"05/07/2014","BSWP2014050639","Residential Swimming Pool No Deck","2800 SW BEAR PAW TRL, PALM CITY FL 34990-7937","DONE",,"new swimming pool only (no deck)",,"T156575",
"02/24/2014","BSWP2014040836","Residential Swimming Pool No Deck","2847 NW ST LUCIE LN, STUART FL 34994","DONE",,"BUILD IN-GROUND SWIMMING POOL.  DECK TO BE COMPLETED BY OTHERS.",,"T153987",
"01/06/2014","BSWP2014030264","Residential Swimming Pool No Deck","17139 SE LIMRICK CT, TEQUESTA FL 33469-1734","DONE",,"construct pool & spa deck done on separate permit",,"T152474",
"10/28/2013","BSWP2013110505","Residential Swimming Pool No Deck","2945 SE DUNE DR, STUART FL 34996-4943","DONE",,"INSTALLING GUNITE SWIMMING POOL ONLY",,"T150790",
"10/08/2013","BSWP2013120193","Residential Swimming Pool No Deck","3029 SW CORNELL AVE, PALM CITY FL 34990-2934","DONE",,,,"T150217",
"10/02/2013","BSWP2013100523","Residential Swimming Pool No Deck","7211 SE GOLFHOUSE DR, HOBE SOUND FL 33455-8007","DONE","SPA ONLY","Add spa in existing pool deck next to existing pool",,"T150073",
"09/26/2013","BSWP2013110635","Residential Swimming Pool No Deck","10843 SW HAWKVIEW CIR, STUART FL 34997-2709","DONE",,"Install gunite swimming pool & spa only",,"T149894",
"04/29/2013","BSWP2013050706","Residential Swimming Pool No Deck","8992 SE COLONY ST, HOBE SOUND FL 33455-4410","DONE",,"Swimming pool no deck please omit deck on plans grass surround",,"T144936",
"04/10/2013","BSWP2013051005","Residential Swimming Pool No Deck","2497 SW REILLEY AVE, PALM CITY FL 34990-2823","DONE",,"spa & heat pump, no future deck, stepping stones will be used.",,"T144318",
"10/17/2012","BSWP2012120323","Residential Swimming Pool No Deck","3481 SE KUBIN AVE, STUART FL 34997-2534","DONE",,"(ATF) ADDING NEW FOUNTAIN / WATERFALL (AT FRONT OF HOUSE)",,"T139685",
"10/09/2012","BSWP2012100689","Residential Swimming Pool No Deck","6794 SE ISLE WAY, STUART FL 34996-1940","DONE",,"Construction of a new in ground swimming pool, spa and spa fountain as per engineered plans. master permit 2009080400",,"T139476",
"08/31/2012","BSWP2012100060","Residential Swimming Pool No Deck","8031 SE HIDDEN BRIDGE CT, JUPITER FL 33458-1032","DONE",,"Pool, spa, propane heater..deck by others",,"T138487",
"08/31/2012","BSWP2012110275","Residential Swimming Pool No Deck","19140 SE REACH ISLAND LN, JUPITER FL 33458-1125","DONE",,"Pool, spa,  pilings. no deck.",,"T138486",
"08/08/2012","BSWP2012080891","Residential Swimming Pool No Deck","5453 SE INLET PL, STUART FL 34997-2536","DONE",,"CONSTRUCT GUNITE SWIMMING POOL DECK BY OTHERS",,"T137914",
"08/08/2012","BSWP2012100554","Residential Swimming Pool No Deck","4085 SE OLD ST LUCIE BLVD, STUART FL 34996-5161","DONE",,"NEW SWIMMING POOL",,"T137889",
"07/11/2012","BSWP2012090019","Residential Swimming Pool No Deck","18807 SE FEDERAL HWY, TEQUESTA FL 33469-1717","DONE",,"pool, spa.  PER DON DETEREMAN, NO DECK TO BE INSTALLED, GRASS AROUND THE POOL 10-29-13.",,"T137104",
"06/29/2012","BSWP2012070382","Residential Swimming Pool No Deck","6999 SE SLEEPY HOLLOW LN, STUART FL 34997","DONE",,"Install gunite swimming pool",,"T136820",
"05/31/2012","BSWP2012060655","Residential Swimming Pool No Deck","711 SE ST LUCIE BLVD, STUART FL 34996-1324","DONE",,"INSTALL GUNITE SWIMMING POOL & SPA.  Deck by others",,"T135961",
"05/24/2012","BSWP2012060380","Residential Swimming Pool No Deck","727 SW RIVER BEND CIR, STUART FL 34997","DONE",,"install gunite swimming pool & spa",,"T135782",
"03/14/2012","BSWP2012040231","Residential Swimming Pool No Deck","730 NE SAVANNA VIS, JENSEN BEACH FL 34957-3734","DONE",,"CONSTRUCT SWIMMING POOL",,"T133739",
"03/13/2012","BSWP2012040012","Residential Swimming Pool No Deck","4601 SW THISTLE TER, PALM CITY FL 34990-3944","DONE",,"Swimming pool only  Install new pool, spa rock waterfall, equipment and child barrier around pool spa perimeter",,"T133670",
"11/15/2011","BSWP2011110599","Residential Swimming Pool No Deck","4130 SE HENLEY LN, STUART FL 34997-5672","DONE",,"Swimming pool renovation filling in partially",,"T130908",
"10/05/2011","BSWP2011110200","Residential Swimming Pool No Deck","7026 SE HARBOR CIR, STUART FL 34996-1922","DONE",,"CONSTRUCT NEW POOL & SPA WITH USE OF EXISITNIG GAS HEATER",,"T130034",
"09/14/2011","BSWP2011110317","Residential Swimming Pool No Deck","931 SE RUHNKE ST, STUART FL 34994","DONE","AQUATICS COMPLEX - LEISURE POOL","new construction of commercial leisure pool with, filtration, geothermal heating, etc for Martin County Aquatics Facility",,"T129524",
"09/01/2011","BSWP2011090465","Residential Swimming Pool No Deck","3542 SE LEONARD LN, STUART FL 34997","DONE",,"construct concrete swimming pool, no deck",,"T129291",
"03/25/2011","BSWP2011030754","Residential Swimming Pool No Deck","4311 SW BIMINI CIR N, PALM CITY FL 34990-1313","DONE",,"RENOVATION-VINYL POOL TO GUNITE POOL. DECK EXISTING",,"T124666",
"03/23/2011","BSWP2011040481","Residential Swimming Pool No Deck","3124 SE RANCH ACRES CIR, JUPITER FL 33478-1907","DONE",,"NEW POOL &  SPA WITH GAS HEATER",,"T124583",
"02/15/2011","BSWP2011030400","Residential Swimming Pool No Deck","12001 SE TIFFANY WAY, TEQUESTA FL 33469-1752","DONE",,"POOL: 18'-4"" X 40', SPA 6' X 7', DEPTH 3'TO 4' 6"", INFINITY EDGE: 2' X 38""",,"T123607",
"02/15/2011","BSWP2011020469","Residential Swimming Pool No Deck","3715 SW STONEYBROOK WAY, PALM CITY FL 34990-5636","DONE",,"SWIMMING POOSL & SPA WITHOUT DECK",,"T123595",
"01/25/2011","BSWP2011010566","Residential Swimming Pool No Deck","8956 SE HARBOR ISLAND WAY, HOBE SOUND FL 33455-3104","DONE",,"CONSTRUCTION OF CONCRETE SWIMMING POOL & SPA",,"T123111",
"11/03/2010","BSWP2010110267","Residential Swimming Pool No Deck","73 SW WATERCRESS WAY, STUART FL 34994-4845","DONE",,"CONSTRUCT SWIMMING POOL  11-5-2010 ADDED PAVER DECK TO POOL PERMIT.",,"T121415",
"10/29/2010","BSWP2010110350","Residential Swimming Pool No Deck","587 SW LOST RIVER RD, STUART FL 34997","DONE",,"PERMIT RENEWED ON 05-07-12.  POOL ONLY",,"T121298",
"10/13/2010","BSWP2010100477","Residential Swimming Pool No Deck","7407 SE HILL TER, HOBE SOUND FL 33455-8009","COND",,"COMMERCIAL - RE-PLUMB EXISTING MAIN DRAIN AND INSTALL COLLECTOR TANK TO SPA AS PER HEALTH DEPT.",,"T120942",
"09/27/2010","BSWP2010100533","Residential Swimming Pool No Deck","2827 NE COLD SPRING DR, JENSEN BEACH FL 34957-4776","DONE",,"SWIMMING POOL & SPA",,"T120549",
"07/22/2010","BSWP2010090719","Residential Swimming Pool No Deck","18895 SE JUPITER INLET WAY, TEQUESTA FL 33469-1717","DONE",,"POOL WITH SPA -deck added 8-19-2010",,"T118933",
"07/06/2010","BSWP2010080083","Residential Swimming Pool No Deck","2236 NW FORK RD, STUART FL 34994-9459","DONE",,"POOL ONLY",,"T118395",
"06/29/2010","BSWP2010070146","Residential Swimming Pool No Deck","6452 SE MORNING DOVE WAY, HOBE SOUND FL 33455-8026","DONE",,"POOL WITH SPA AND FOUNTAIN - DECK HAS SEPERATE PERMIT T117856",,"T118254",
"05/19/2010","BSWP2010060037","Residential Swimming Pool No Deck","10461 SE AMBERJACK CT, HOBE SOUND FL 33455-3262","DONE",,,,"T117218",
"05/03/2010","BSWP2010050347","Residential Swimming Pool No Deck","18701 SE FEDERAL HWY, TEQUESTA FL 33469-1719","DONE",,"COMMERCIAL - POOL ONLY",,"T116780",
"04/02/2010","BSWP2010050088","Residential Swimming Pool No Deck","1401 SW EAGLE NEST WAY, PALM CITY FL 34990-4223","DONE",,"PERMIT RENEWED 06-15-2012 POOL ONLY",,"T116057",
"03/25/2010","BSWP2010040604","Residential Swimming Pool No Deck","3535 SW KANNER HWY, STUART FL 34997","DONE",,"POOL ONLY.",,"T115863",
"03/19/2010","BSWP2010040215","Residential Swimming Pool No Deck","2862 SW LAKE TER, PALM CITY FL 34990-1923","COND",,"CHANGE VINTL LINER POOL TO GUNITE",,"T115732",
"02/10/2010","BSWP2010040249","Residential Swimming Pool No Deck","460 NE TOWN TER, JENSEN BEACH FL 34957-6804","DONE",,"POOL ONLY.",,"T115021",
"02/03/2010","BSWP2010020299","Residential Swimming Pool No Deck","11972 SE BIRKDALE RUN, TEQUESTA FL 33469-1740","DONE",,"ADD SPA TO EXISTING POOL & DECK.",,"T114893",
"02/01/2010","BSWP2010030538","Residential Swimming Pool No Deck","6820 SE HARBOR CIR, STUART FL 34996-1968","DONE",,"POOL ONLY - DECK BY OTHERS",,"T114849",
"12/09/2009","BSWP2010030592","Residential Swimming Pool No Deck","3517 SE DOUBLETON DR, STUART FL 34997-5627","DONE",,"Pool and Spa with no deck.",,"T114102",
"11/23/2009","BSWP2009120290","Residential Swimming Pool No Deck","1071 NE SANTA CRUZ DR, JENSEN BEACH FL 34957-6023","DONE",,"Above Ground Pool Only",,"T113860",
"11/16/2009","BSWP2010010017","Residential Swimming Pool No Deck","1510 SE LEGACY COVE CIR, STUART FL 34997","DONE",,"POOL ONLY",,"T113722",
"11/03/2009","BSWP2010020171","Residential Swimming Pool No Deck","4399 SE WHITICAR WAY, STUART FL 34997-6143","DONE",,"POOL ONLY - PAVER DECK BY OTHERS",,"T113487",
